Date,Order #,N. Revenue (formatted),Status,Customer,Customer type,Product(s),Items sold,N. Revenue,State,Age,Gender,Product Count,Avg Revenue per Item,Interest,Probability of Interest,Viability of Monthly Subscription Plan
2023-10-25 07:34:55,16644.0,32.9,0,1618,0,291,1.0,24.9,0,26,0,1.0,24.9,0,1.9740038032442267e-08,0
2023-10-25 07:34:36,16643.0,57.8,0,3766,0,316,2.0,49.8,2,31,0,2.0,24.9,0,1.8777845703129913e-07,0
2023-10-25 02:44:03,16642.0,32.9,0,2500,0,370,1.0,24.9,4,31,0,1.0,24.9,0,3.646402001148552e-08,0
2023-10-24 22:55:14,16641.0,32.9,0,6118,0,370,1.0,24.9,0,27,0,1.0,24.9,0,2.513607106848637e-08,0
2023-10-24 22:35:44,16640.0,57.8,0,2354,0,398,2.0,49.8,2,31,0,2.0,24.9,0,2.692377177194616e-07,0
2023-10-24 18:04:41,16637.0,32.9,0,1602,0,370,1.0,24.9,0,27,0,1.0,24.9,0,1.9752893122277075e-08,0
2023-10-24 17:14:07,16636.0,32.9,0,1351,0,291,1.0,24.9,4,31,0,1.0,24.9,0,2.2562087307028177e-08,0
2023-10-24 15:42:55,16635.0,32.9,0,7154,0,370,1.0,24.9,8,36,0,1.0,24.9,0,5.422129971530694e-08,0
2023-10-24 13:06:33,16634.0,32.9,0,2207,0,370,1.0,24.9,4,32,0,1.0,24.9,0,2.3637107101259996e-08,0
2023-10-24 12:54:03,16633.0,32.9,0,6410,0,370,1.0,24.9,4,32,0,1.0,24.9,0,2.9601730122669948e-08,0
2023-10-24 10:35:25,16632.0,411.2,0,1418,1,781,8.0,399.2,2,30,0,8.0,49.9,1,0.999998254160086,1
2023-10-24 09:23:36,16631.0,127.8,0,7049,0,1055,2.0,119.8,2,31,0,2.0,59.9,0,6.998393621560289e-08,0
2023-10-24 09:08:46,16630.0,71.9,0,6757,0,924,1.0,59.9,14,44,0,1.0,59.9,0,1.9542782253558987e-10,0
2023-10-24 09:05:27,16629.0,32.9,0,5503,0,259,1.0,24.9,8,36,0,1.0,24.9,0,2.7556571000026935e-08,0
2023-10-23 23:24:35,16625.0,32.9,0,3560,0,370,1.0,24.9,8,36,0,1.0,24.9,0,4.4804371719347394e-08,0
2023-10-23 21:16:39,16622.0,147.7,0,270,0,44,3.0,139.7,1,29,0,3.0,46.56666666666666,0,2.4422575330908535e-07,0
2023-10-23 20:15:09,16621.0,32.9,0,3707,0,370,1.0,24.9,9,38,0,1.0,24.9,0,3.4232216364752346e-08,0
2023-10-23 19:52:50,16620.0,32.9,0,7070,0,291,1.0,24.9,1,29,0,1.0,24.9,0,1.3214513132590077e-08,0
2023-10-23 17:42:52,16617.0,32.9,0,6035,0,291,1.0,24.9,5,33,0,1.0,24.9,0,2.202406428091768e-08,0
2023-10-23 17:12:56,16615.0,32.9,0,3876,0,370,1.0,24.9,15,45,0,1.0,24.9,0,5.312684585944951e-08,0
2023-10-23 16:22:33,16614.0,32.9,0,3823,0,370,1.0,24.9,8,36,0,1.0,24.9,0,4.551497328674229e-08,0
2023-10-23 15:56:51,16613.0,57.8,0,606,0,312,2.0,49.8,7,35,0,2.0,24.9,0,4.809283269109488e-07,0
2023-10-23 15:51:58,16612.0,87.8,0,4140,0,225,2.0,79.8,9,37,0,2.0,39.9,0,5.48735330075861e-08,0
2023-10-23 14:54:24,16611.0,57.8,0,1712,0,398,2.0,49.8,13,41,0,2.0,24.9,0,1.8826980043993593e-06,0
2023-10-23 13:19:58,16610.0,32.9,0,1530,0,259,1.0,24.9,13,39,0,1.0,24.9,0,1.0477539896256324e-07,0
2023-10-23 13:05:42,16609.0,107.8,0,907,0,1045,2.0,99.8,2,31,0,2.0,49.9,0,2.0515515586002296e-07,0
2023-10-23 13:04:14,16608.0,57.9,0,479,0,154,1.0,49.9,0,25,0,1.0,49.9,0,4.619502378757836e-11,0
2023-10-23 11:01:31,16606.0,111.7,0,6829,0,582,3.0,99.7,4,32,0,3.0,33.233333333333334,0,1.1926791278521268e-05,0
2023-10-23 01:10:29,16604.0,111.8,0,2240,0,174,2.0,99.8,2,31,0,2.0,49.9,0,1.2025675385581577e-09,0
2023-10-23 00:23:19,16602.0,32.9,0,4401,0,370,1.0,24.9,2,30,0,1.0,24.9,0,2.0129216725210568e-08,0
2023-10-22 21:24:42,16600.0,57.8,0,2046,0,392,2.0,49.8,14,44,0,2.0,24.9,0,9.265650699077333e-07,0
2023-10-22 21:14:45,16599.0,117.8,0,6519,1,119,2.0,109.8,13,42,0,2.0,54.9,0,4.537864110427702e-09,0
2023-10-22 21:13:52,16598.0,61.8,0,2824,0,277,2.0,49.8,4,32,0,2.0,24.9,0,1.6404444016463805e-07,0
2023-10-22 21:06:29,16596.0,32.9,0,718,0,370,1.0,24.9,8,36,0,1.0,24.9,0,3.865383475453868e-08,0
2023-10-22 18:45:47,16594.0,227.5,0,6468,0,579,5.0,219.5,5,33,0,5.0,43.9,0,0.09735403932785941,0
2023-10-22 17:59:25,16593.0,68.0,0,4679,0,29,1.0,60.0,14,43,0,1.0,60.0,0,4.054337132067769e-12,0
2023-10-22 17:30:06,16592.0,32.9,0,282,0,291,1.0,24.9,5,34,0,1.0,24.9,0,1.0687624471886724e-08,0
2023-10-22 13:12:25,16590.0,61.8,0,753,0,398,2.0,49.8,2,31,0,2.0,24.9,0,1.3853826845384334e-07,0
2023-10-22 12:24:28,16589.0,107.6,0,5603,0,1102,4.0,99.6,2,31,0,4.0,24.9,0,0.0052213037116754304,0
2023-10-22 11:07:05,16586.0,57.8,0,6216,0,398,2.0,49.8,7,35,0,2.0,24.9,0,1.0292694243037383e-06,0
2023-10-22 10:18:46,16584.0,57.8,0,4110,0,398,2.0,49.8,2,31,0,2.0,24.9,0,2.9827564673758605e-07,0
2023-10-22 09:48:11,16583.0,57.8,0,1255,0,392,2.0,49.8,7,35,0,2.0,24.9,0,7.649279087818457e-07,0
2023-10-22 09:15:19,16581.0,32.9,0,3105,0,370,1.0,24.9,13,43,0,1.0,24.9,0,3.861766819452594e-08,0
2023-10-22 08:50:54,16580.0,32.9,0,6482,0,291,1.0,24.9,5,33,0,1.0,24.9,0,2.268379464653572e-08,0
2023-10-22 07:40:44,16578.0,32.9,0,239,0,370,1.0,24.9,2,30,0,1.0,24.9,0,1.6169630404240085e-08,0
2023-10-22 06:40:00,16576.0,57.8,0,6916,0,316,2.0,49.8,15,45,0,2.0,24.9,0,9.284712974491734e-07,0
2023-10-22 00:58:05,16575.0,32.9,0,193,0,370,1.0,24.9,6,34,0,1.0,24.9,0,2.8413575295082624e-08,0
2023-10-21 23:49:04,16574.0,57.8,0,2142,0,312,2.0,49.8,0,27,0,2.0,24.9,0,2.9672279271363965e-07,0
2023-10-21 21:48:35,16573.0,57.8,0,3454,0,398,2.0,49.8,0,26,0,2.0,24.9,0,7.642129993374958e-07,0
2023-10-21 20:20:19,16572.0,32.9,0,6686,0,291,1.0,24.9,1,27,0,1.0,24.9,0,3.0148143254964245e-08,0
2023-10-21 20:10:42,16570.0,57.8,0,4643,0,492,2.0,49.8,8,36,0,2.0,24.9,0,1.7998249022130004e-06,0
2023-10-21 17:52:03,16568.0,32.9,0,5930,0,474,1.0,24.9,13,40,0,1.0,24.9,0,2.7483974965080943e-07,0
2023-10-21 17:35:06,16567.0,287.4,0,241,1,1054,6.0,279.4,5,33,0,6.0,46.56666666666666,1,0.99314563936078,1
2023-10-21 15:58:48,16565.0,57.8,0,5552,0,495,2.0,49.8,0,26,0,2.0,24.9,0,1.4327807192759842e-06,0
2023-10-21 15:55:57,16564.0,207.6,0,4259,0,24,4.0,199.6,5,33,0,4.0,49.9,0,6.033407566898746e-05,0
2023-10-21 15:13:40,16563.0,32.9,0,741,0,291,1.0,24.9,15,45,0,1.0,24.9,0,2.976512185723394e-08,0
2023-10-21 14:31:04,16562.0,107.7,0,5970,0,315,3.0,99.7,6,35,0,3.0,33.233333333333334,0,4.357559405218536e-06,0
2023-10-21 14:05:55,16561.0,32.9,0,516,0,370,1.0,24.9,15,45,0,1.0,24.9,0,4.475007917918419e-08,0
2023-10-21 10:43:35,16560.0,36.9,0,2024,0,291,1.0,24.9,13,42,1,1.0,24.9,0,2.0438652882301616e-08,0
2023-10-21 10:29:58,16559.0,57.8,0,2733,0,341,2.0,49.8,0,25,0,2.0,24.9,0,8.27793885072412e-07,0
2023-10-21 09:58:23,16557.0,57.8,0,5475,0,499,2.0,49.8,9,38,1,2.0,24.9,0,1.4902057080479354e-06,0
2023-10-21 09:46:55,16556.0,107.7,0,6515,1,412,3.0,99.7,9,37,0,3.0,33.233333333333334,0,1.7039568389830157e-05,0
2023-10-21 07:09:58,16555.0,57.8,0,2420,0,1030,2.0,49.8,6,35,0,2.0,24.9,0,1.3816846495132278e-05,0
2023-10-21 06:50:33,16554.0,57.8,0,6450,0,316,2.0,49.8,2,31,0,2.0,24.9,0,2.197146618445677e-07,0
2023-10-20 23:27:59,16552.0,57.8,0,4161,0,316,2.0,49.8,8,36,0,2.0,24.9,0,6.907796582070067e-07,0
2023-10-20 20:28:08,16549.0,126.8,0,2282,1,125,2.0,114.8,1,28,0,2.0,57.4,0,6.164619233428034e-10,0
2023-10-20 19:44:06,16548.0,57.8,0,1654,0,398,2.0,49.8,5,33,0,2.0,24.9,0,6.111953056185688e-07,0
2023-10-20 19:34:30,16547.0,62.8,0,6233,0,374,2.0,54.8,5,34,0,2.0,27.4,0,3.1437807053051545e-07,0
2023-10-20 19:25:32,16546.0,32.9,0,4647,0,370,1.0,24.9,14,44,0,1.0,24.9,0,4.8566810145337076e-08,0
2023-10-20 16:46:08,16543.0,32.9,0,5791,0,370,1.0,24.9,13,42,0,1.0,24.9,0,6.8183858776198e-08,0
2023-10-20 14:58:22,16539.0,32.9,0,5367,0,474,1.0,24.9,2,31,0,1.0,24.9,0,2.4448953392182334e-08,0
2023-10-20 14:37:13,16538.0,32.9,0,1480,0,474,1.0,24.9,6,34,0,1.0,24.9,0,5.3173698686274855e-08,0
2023-10-20 14:07:33,16537.0,132.6,0,6261,0,331,4.0,124.6,1,29,0,4.0,31.15,0,0.0001360553446783762,0
2023-10-20 13:40:12,16536.0,82.8,0,1394,0,486,2.0,74.8,14,43,0,2.0,37.4,0,3.676504861894387e-07,0
2023-10-20 11:55:05,16533.0,32.9,0,475,0,474,1.0,24.9,13,42,0,1.0,24.9,0,8.925992370415168e-08,0
2023-10-20 11:49:43,16532.0,57.8,0,1109,0,1030,2.0,49.8,4,32,0,2.0,24.9,0,1.4811488766020478e-05,0
2023-10-20 11:29:15,16531.0,67.9,0,670,0,109,1.0,59.9,8,36,0,1.0,59.9,0,3.362540728898179e-12,0
2023-10-20 11:04:51,16530.0,247.6,0,4690,1,124,4.0,239.6,8,36,0,4.0,59.9,0,0.00019089145060599723,0
2023-10-20 11:00:31,16529.0,57.8,0,3476,0,316,2.0,49.8,1,29,0,2.0,24.9,0,2.482933693359261e-07,0
2023-10-20 10:41:04,16528.0,61.8,0,858,0,407,2.0,49.8,12,39,0,2.0,24.9,0,1.403005408826468e-06,0
2023-10-20 10:02:24,16526.0,32.9,0,3759,0,370,1.0,24.9,6,35,0,1.0,24.9,0,2.278321079085035e-08,0
2023-10-20 08:48:47,16525.0,32.9,0,4928,0,474,1.0,24.9,13,40,0,1.0,24.9,0,2.6219509623798397e-07,0
2023-10-20 08:20:37,16524.0,57.8,0,4892,0,312,2.0,49.8,6,35,0,2.0,24.9,0,3.500287558216573e-07,0
2023-10-20 07:55:20,16522.0,32.9,0,1405,0,474,1.0,24.9,0,25,1,1.0,24.9,0,8.029256696065104e-08,0
2023-10-20 07:43:12,16521.0,57.8,0,4694,0,398,2.0,49.8,4,32,0,2.0,24.9,0,6.268521410810638e-07,0
2023-10-20 02:01:34,16519.0,32.9,0,1340,0,291,1.0,24.9,0,25,0,1.0,24.9,0,3.013655535310268e-08,0
2023-10-19 23:27:05,16518.0,57.8,0,1155,0,407,2.0,49.8,14,44,0,2.0,24.9,0,9.686241027563025e-07,0
2023-10-19 21:31:47,16517.0,57.8,0,3838,0,316,2.0,49.8,13,42,0,2.0,24.9,0,9.104765064198896e-07,0
2023-10-19 21:13:21,16516.0,67.9,0,410,0,735,1.0,59.9,13,41,0,1.0,59.9,0,1.872225469147565e-10,0
2023-10-19 20:19:24,16515.0,36.9,0,3333,0,370,1.0,24.9,4,32,0,1.0,24.9,0,1.4220859272184457e-08,0
2023-10-19 16:09:20,16512.0,92.8,0,6247,0,350,2.0,84.8,0,26,0,2.0,42.4,0,5.4508126711271785e-08,0
2023-10-19 15:34:08,16511.0,32.9,0,1620,0,474,1.0,24.9,13,42,0,1.0,24.9,0,9.52153185388047e-08,0
2023-10-19 14:25:07,16509.0,32.9,0,2781,0,370,1.0,24.9,14,44,0,1.0,24.9,0,4.41992686984158e-08,0
2023-10-19 12:10:44,16507.0,57.8,0,3514,0,316,2.0,49.8,0,27,0,2.0,24.9,0,3.295019887104289e-07,0
2023-10-19 11:51:57,16506.0,32.9,0,3727,0,474,1.0,24.9,6,34,0,1.0,24.9,0,6.025728804537228e-08,0
2023-10-19 10:31:28,16505.0,96.8,0,5227,0,767,2.0,84.8,0,26,0,2.0,42.4,0,2.631571903186693e-07,0
2023-10-19 09:44:26,16504.0,32.9,0,1451,0,370,1.0,24.9,12,39,0,1.0,24.9,0,1.09133236363979e-07,0
2023-10-19 08:59:55,16501.0,57.8,0,6975,0,316,2.0,49.8,13,39,1,2.0,24.9,0,3.8143729643131693e-06,0
2023-10-19 08:49:29,16500.0,57.8,0,4633,0,407,2.0,49.8,1,28,0,2.0,24.9,0,6.540309809631555e-07,0
2023-10-19 07:31:53,16499.0,292.4,0,5887,1,506,6.0,284.4,5,34,0,6.0,47.4,1,0.892139983706184,1
2023-10-19 07:31:47,16498.0,32.9,0,6668,0,474,1.0,24.9,7,35,0,1.0,24.9,0,8.133812689321178e-08,0
2023-10-19 07:24:13,16497.0,57.8,0,1520,0,279,2.0,49.8,2,31,0,2.0,24.9,0,1.398720552810574e-07,0
2023-10-19 07:20:51,16496.0,32.9,0,509,0,474,1.0,24.9,13,42,0,1.0,24.9,0,8.992463100161276e-08,0
2023-10-19 06:17:11,16495.0,57.8,0,2952,0,398,2.0,49.8,5,33,0,2.0,24.9,0,6.604242747775e-07,0
2023-10-19 00:35:54,16494.0,72.8,0,5835,0,419,2.0,64.8,2,30,0,2.0,32.4,0,1.894411105592806e-07,0
2023-10-18 22:49:32,16493.0,32.9,0,808,0,474,1.0,24.9,6,35,0,1.0,24.9,0,3.396664993282755e-08,0
2023-10-18 22:49:02,16492.0,67.9,0,4558,0,756,1.0,59.9,9,38,0,1.0,59.9,0,9.796197353882303e-11,0
2023-10-18 22:24:02,16491.0,32.9,0,5878,0,474,1.0,24.9,2,30,0,1.0,24.9,0,3.8483702684064013e-08,0
2023-10-18 21:17:26,16490.0,32.9,0,4370,0,370,1.0,24.9,4,32,0,1.0,24.9,0,2.7121737329786797e-08,0
2023-10-18 21:00:24,16489.0,57.8,0,4573,0,271,2.0,49.8,15,45,0,2.0,24.9,0,6.535409275470719e-07,0
2023-10-18 18:57:17,16488.0,121.8,0,860,1,577,2.0,109.8,8,36,0,2.0,54.9,0,1.6183456215663618e-08,0
2023-10-18 18:55:38,16487.0,57.8,0,1696,0,398,2.0,49.8,5,33,0,2.0,24.9,0,6.1825218320043e-07,0
2023-10-18 18:22:45,16485.0,32.9,0,2079,0,291,1.0,24.9,6,34,0,1.0,24.9,0,2.094501812041334e-08,0
2023-10-18 16:46:18,16484.0,57.8,0,411,0,316,2.0,49.8,1,28,0,2.0,24.9,0,3.226233721506992e-07,0
2023-10-18 15:01:58,16482.0,157.6,0,3395,0,1025,4.0,149.6,2,31,0,4.0,37.4,0,0.0039938979613896655,0
2023-10-18 14:51:28,16481.0,32.9,0,7005,0,370,1.0,24.9,4,32,0,1.0,24.9,0,3.1270407852199844e-08,0
2023-10-18 13:10:20,16480.0,57.8,0,1624,0,492,2.0,49.8,7,35,0,2.0,24.9,0,1.3476448666207317e-06,0
2023-10-18 13:04:25,16479.0,82.7,0,2094,0,1083,3.0,74.7,2,31,0,3.0,24.900000000000002,0,0.00020326404570678467,0
2023-10-18 12:52:01,16478.0,32.9,0,5420,0,291,1.0,24.9,2,30,0,1.0,24.9,0,1.4238750337887874e-08,0
2023-10-18 12:40:01,16475.0,32.9,0,670,0,474,1.0,24.9,0,26,0,1.0,24.9,0,5.0868395200202033e-08,0
2023-10-18 12:26:56,16474.0,32.9,0,2914,0,291,1.0,24.9,8,36,0,1.0,24.9,0,2.9110777671766528e-08,0
2023-10-18 11:14:37,16473.0,72.8,0,3346,1,387,2.0,64.8,2,31,0,2.0,32.4,0,9.004266305939291e-08,0
2023-10-18 09:44:19,16472.0,57.8,0,6158,0,312,2.0,49.8,14,43,0,2.0,24.9,0,1.170393678253695e-06,0
2023-10-18 09:26:53,16471.0,57.8,0,4052,0,1030,2.0,49.8,13,42,0,2.0,24.9,0,4.109688087235606e-05,0
2023-10-18 09:25:35,16470.0,36.9,0,3723,0,291,1.0,24.9,0,26,0,1.0,24.9,0,1.2619496191267072e-08,0
2023-10-17 19:06:02,16467.0,57.9,0,3094,0,575,1.0,49.9,2,31,0,1.0,49.9,0,1.260059172020176e-10,0
2023-10-17 17:16:24,16466.0,32.9,0,2074,0,259,1.0,24.9,9,37,0,1.0,24.9,0,2.7082645977962034e-08,0
2023-10-17 15:39:45,16465.0,77.8,0,5818,0,372,2.0,69.8,2,30,0,2.0,34.9,0,1.02978420860264e-07,0
2023-10-17 15:18:27,16463.0,77.9,0,1228,0,646,1.0,69.9,1,28,0,1.0,69.9,0,3.510899188900106e-12,0
2023-10-17 13:14:16,16461.0,96.8,0,2116,0,761,2.0,84.8,14,44,0,2.0,42.4,0,2.9442492913925846e-07,0
2023-10-17 11:56:22,16460.0,32.9,0,1986,0,259,1.0,24.9,7,35,0,1.0,24.9,0,2.0332562171486486e-08,0
2023-10-17 10:58:25,16455.0,32.9,0,3725,0,291,1.0,24.9,5,34,0,1.0,24.9,0,1.3118528778221852e-08,0
2023-10-17 10:40:15,16454.0,32.9,0,6267,0,259,1.0,24.9,13,40,0,1.0,24.9,0,9.090550727457418e-08,0
2023-10-17 10:34:58,16453.0,107.9,0,5655,1,874,3.0,99.9,13,40,0,3.0,33.300000000000004,0,0.000512052940805815,0
2023-10-17 08:23:58,16452.0,32.9,0,679,0,474,1.0,24.9,2,30,0,1.0,24.9,0,2.9311720020294653e-08,0
2023-10-17 08:08:14,16451.0,137.8,0,2333,0,446,2.0,129.8,0,27,0,2.0,64.9,0,1.8546291069441297e-09,0
2023-10-17 07:36:18,16450.0,32.9,0,1187,0,291,1.0,24.9,5,33,0,1.0,24.9,0,1.742735151987306e-08,0
2023-10-16 23:54:02,16449.0,57.8,0,3180,0,312,2.0,49.8,5,33,0,2.0,24.9,0,4.2640192911646906e-07,0
2023-10-16 16:05:36,16448.0,86.8,0,6984,0,193,2.0,74.8,5,34,0,2.0,37.4,0,1.651739209791767e-08,0
2023-10-16 12:48:00,16447.0,32.9,0,5173,0,259,1.0,24.9,9,38,0,1.0,24.9,0,2.108420994564593e-08,0
2023-10-16 11:28:20,16446.0,107.8,0,3346,0,194,2.0,99.8,9,37,0,2.0,49.9,0,1.0688773031162558e-08,0
2023-10-16 11:00:45,16443.0,32.9,0,4421,0,474,1.0,24.9,15,45,0,1.0,24.9,0,9.752561109977388e-08,0
2023-10-16 10:15:05,16442.0,32.9,0,5215,0,291,1.0,24.9,0,27,0,1.0,24.9,0,1.6226117941433886e-08,0
2023-10-16 09:10:38,16441.0,32.9,0,4256,0,474,1.0,24.9,5,33,0,1.0,24.9,0,5.434371253191502e-08,0
2023-10-16 08:35:02,16440.0,32.9,0,3954,0,291,1.0,24.9,4,32,0,1.0,24.9,0,1.756935611344011e-08,0
2023-10-16 08:15:24,16439.0,32.9,0,678,0,291,1.0,24.9,13,42,0,1.0,24.9,0,3.4636531599893655e-08,0
2023-10-16 08:04:08,16438.0,57.8,0,6330,0,1030,2.0,49.8,2,31,0,2.0,24.9,0,9.845851867590302e-06,0
2023-10-16 00:12:27,16435.0,57.8,0,677,0,312,2.0,49.8,2,30,0,2.0,24.9,0,2.4451699841741343e-07,0
2023-10-15 21:55:18,16434.0,57.8,0,2211,0,495,2.0,49.8,5,34,0,2.0,24.9,0,7.052123318702682e-07,0
2023-10-15 21:32:57,16433.0,57.8,0,2586,0,985,2.0,49.8,5,33,0,2.0,24.9,0,1.4759583079492794e-05,0
2023-10-15 19:30:08,16431.0,57.9,0,5196,0,528,1.0,49.9,4,31,0,1.0,49.9,0,3.388718962591992e-10,0
2023-10-15 19:05:29,16430.0,32.9,0,5720,0,291,1.0,24.9,2,31,0,1.0,24.9,0,9.585381745677329e-09,0
2023-10-15 18:08:57,16429.0,32.9,0,3987,0,291,1.0,24.9,14,43,0,1.0,24.9,0,4.769808714473033e-08,0
2023-10-15 17:46:27,16428.0,57.8,0,3950,0,309,2.0,49.8,5,33,0,2.0,24.9,0,4.387046693668726e-07,0
2023-10-15 17:09:43,16427.0,57.8,0,5542,0,495,2.0,49.8,13,42,0,2.0,24.9,0,2.615592444875763e-06,0
2023-10-15 15:50:19,16426.0,57.8,0,578,0,309,2.0,49.8,7,35,0,2.0,24.9,0,4.861874223264081e-07,0
2023-10-15 15:34:24,16425.0,57.8,0,2550,0,1030,2.0,49.8,0,26,0,2.0,24.9,0,2.1349622845779193e-05,0
2023-10-15 15:26:32,16423.0,57.8,0,6943,0,309,2.0,49.8,15,45,0,2.0,24.9,0,9.168755425017795e-07,0
2023-10-15 14:02:51,16421.0,86.8,0,4074,0,580,2.0,74.8,13,41,0,2.0,37.4,0,5.223348950356218e-07,0
2023-10-15 13:15:55,16420.0,36.9,0,710,0,474,1.0,24.9,15,45,0,1.0,24.9,0,4.464282437999723e-08,0
